"id","utt","exp","race","gender","question","response","condition"
"R_vNY0qauWDmhbOF3","bad","smile","W","M","social goal","1","bad smile"
"R_vNY0qauWDmhbOF3","bad","frown","A","F","informational goal","4","bad frown"
"R_vNY0qauWDmhbOF3","bad","frown","A","F","social goal","3","bad frown"
"R_RwAYQFgRY44Bwo9","good","smile","L","M","informational goal","4","good smile"
"R_RwAYQFgRY44Bwo9","good","smile","L","M","social goal","4","good smile"
"R_RwAYQFgRY44Bwo9","good","frown","A","F","informational goal","1","good frown"
"R_RwAYQFgRY44Bwo9","good","frown","A","F","social goal","4","good frown"
"R_RwAYQFgRY44Bwo9","bad","smile","B","F","informational goal","1","bad smile"
"R_RwAYQFgRY44Bwo9","bad","smile","B","F","social goal","1","bad smile"
"R_RwAYQFgRY44Bwo9","bad","frown","W","M","informational goal","4","bad frown"
"R_RwAYQFgRY44Bwo9","bad","frown","W","M","social goal","2","bad frown"
"R_1Nmk3UWMNFqAmiF","good","smile","B","F","informational goal","2","good smile"
"R_1Nmk3UWMNFqAmiF","good","smile","B","F","social goal","2","good smile"
"R_1Nmk3UWMNFqAmiF","good","frown","A","F","informational goal","1","good frown"
"R_1Nmk3UWMNFqAmiF","good","frown","A","F","social goal","4","good frown"
"R_1Nmk3UWMNFqAmiF","bad","smile","L","M","informational goal","2","bad smile"
"R_1Nmk3UWMNFqAmiF","bad","smile","L","M","social goal","1","bad smile"
"R_1Nmk3UWMNFqAmiF","bad","frown","W","M","informational goal","3","bad frown"
"R_1Nmk3UWMNFqAmiF","bad","frown","W","M","social goal","1","bad frown"
"R_1C8QbOXVLhCNVCi","good","frown","L","M","informational goal","1","good frown"
"R_1C8QbOXVLhCNVCi","good","frown","L","M","social goal","2","good frown"
"R_1C8QbOXVLhCNVCi","good","smile","B","F","informational goal","2","good smile"
"R_1C8QbOXVLhCNVCi","good","smile","B","F","social goal","3","good smile"
"R_1C8QbOXVLhCNVCi","bad","smile","W","M","informational goal","3","bad smile"
"R_1C8QbOXVLhCNVCi","bad","smile","W","M","social goal","3","bad smile"
"R_1C8QbOXVLhCNVCi","bad","frown","A","F","informational goal","4","bad frown"
"R_1C8QbOXVLhCNVCi","bad","frown","A","F","social goal","1","bad frown"
"R_3iUrQgrxgyzTMlW","good","smile","A","F","informational goal","4","good smile"
"R_3iUrQgrxgyzTMlW","good","smile","A","F","social goal","4","good smile"
"R_3iUrQgrxgyzTMlW","good","frown","B","F","informational goal","2","good frown"
"R_3iUrQgrxgyzTMlW","good","frown","B","F","social goal","3","good frown"
"R_3iUrQgrxgyzTMlW","bad","smile","L","M","informational goal","2","bad smile"
"R_3iUrQgrxgyzTMlW","bad","smile","L","M","social goal","3","bad smile"
"R_3iUrQgrxgyzTMlW","bad","frown","W","M","informational goal","3","bad frown"
"R_3iUrQgrxgyzTMlW","bad","frown","W","M","social goal","3","bad frown"
"R_1d4BIExE6wR7cUB","good","smile","L","M","informational goal","4","good smile"
"R_1d4BIExE6wR7cUB","good","smile","L","M","social goal","2","good smile"
"R_1d4BIExE6wR7cUB","good","frown","A","F","informational goal","1","good frown"
"R_1d4BIExE6wR7cUB","good","frown","A","F","social goal","4","good frown"
"R_1d4BIExE6wR7cUB","bad","smile","B","F","informational goal","2","bad smile"
"R_1d4BIExE6wR7cUB","bad","smile","B","F","social goal","1","bad smile"
"R_1d4BIExE6wR7cUB","bad","frown","W","M","informational goal","4","bad frown"
"R_1d4BIExE6wR7cUB","bad","frown","W","M","social goal","1","bad frown"
"R_25YrygBcvpIVtw4","good","frown","L","M","informational goal","1","good frown"
"R_25YrygBcvpIVtw4","good","frown","L","M","social goal","3","good frown"
"R_25YrygBcvpIVtw4","good","smile","W","M","informational goal","3","good smile"
"R_25YrygBcvpIVtw4","good","smile","W","M","social goal","3","good smile"
"R_25YrygBcvpIVtw4","bad","smile","B","F","informational goal","3","bad smile"
"R_25YrygBcvpIVtw4","bad","smile","B","F","social goal","2","bad smile"
"R_25YrygBcvpIVtw4","bad","frown","A","F","informational goal","2","bad frown"
"R_25YrygBcvpIVtw4","bad","frown","A","F","social goal","2","bad frown"
"R_2SufUpOrI8ntbVg","good","smile","A","F","informational goal","3","good smile"
"R_2SufUpOrI8ntbVg","good","smile","A","F","social goal","3","good smile"
"R_2SufUpOrI8ntbVg","good","frown","W","M","informational goal","1","good frown"
"R_2SufUpOrI8ntbVg","good","frown","W","M","social goal","4","good frown"
"R_2SufUpOrI8ntbVg","bad","frown","B","F","informational goal","3","bad frown"
"R_2SufUpOrI8ntbVg","bad","frown","B","F","social goal","1","bad frown"
"R_2SufUpOrI8ntbVg","bad","smile","L","M","informational goal","4","bad smile"
"R_2SufUpOrI8ntbVg","bad","smile","L","M","social goal","2","bad smile"
"R_T4QVg7WdaQv0sY9","good","smile","B","F","informational goal","3","good smile"
"R_T4QVg7WdaQv0sY9","good","smile","B","F","social goal","2","good smile"
"R_T4QVg7WdaQv0sY9","good","frown","A","F","informational goal","1","good frown"
"R_T4QVg7WdaQv0sY9","good","frown","A","F","social goal","3","good frown"
"R_T4QVg7WdaQv0sY9","bad","smile","W","M","informational goal","3","bad smile"
"R_T4QVg7WdaQv0sY9","bad","smile","W","M","social goal","3","bad smile"
"R_T4QVg7WdaQv0sY9","bad","frown","L","M","informational goal","4","bad frown"
"R_T4QVg7WdaQv0sY9","bad","frown","L","M","social goal","1","bad frown"
"R_2TWXydaeKDEVVlH","good","frown","W","M","informational goal","1","good frown"
"R_2TWXydaeKDEVVlH","good","frown","W","M","social goal","4","good frown"
"R_2TWXydaeKDEVVlH","good","smile","L","M","informational goal","3","good smile"
"R_2TWXydaeKDEVVlH","good","smile","L","M","social goal","2","good smile"
"R_2TWXydaeKDEVVlH","bad","smile","B","F","informational goal","4","bad smile"
"R_2TWXydaeKDEVVlH","bad","smile","B","F","social goal","4","bad smile"
"R_2TWXydaeKDEVVlH","bad","frown","A","F","informational goal","4","bad frown"
"R_2TWXydaeKDEVVlH","bad","frown","A","F","social goal","1","bad frown"
"R_3hGv5FPsAw6r59v","good","smile","A","F","informational goal","3","good smile"
"R_3hGv5FPsAw6r59v","good","smile","A","F","social goal","2","good smile"
"R_3hGv5FPsAw6r59v","good","frown","L","M","informational goal","1","good frown"
"R_3hGv5FPsAw6r59v","good","frown","L","M","social goal","3","good frown"
"R_3hGv5FPsAw6r59v","bad","smile","W","M","informational goal","1","bad smile"
"R_3hGv5FPsAw6r59v","bad","smile","W","M","social goal","1","bad smile"
"R_3hGv5FPsAw6r59v","bad","frown","B","F","informational goal","3","bad frown"
"R_3hGv5FPsAw6r59v","bad","frown","B","F","social goal","1","bad frown"
"R_2RNSMLWtLhZhR5s","good","frown","B","F","informational goal","1","good frown"
"R_2RNSMLWtLhZhR5s","good","frown","B","F","social goal","4","good frown"
"R_2RNSMLWtLhZhR5s","good","smile","L","M","informational goal","4","good smile"
"R_2RNSMLWtLhZhR5s","good","smile","L","M","social goal","4","good smile"
"R_2RNSMLWtLhZhR5s","bad","frown","W","M","informational goal","4","bad frown"
"R_2RNSMLWtLhZhR5s","bad","frown","W","M","social goal","1","bad frown"
"R_2RNSMLWtLhZhR5s","bad","smile","A","F","informational goal","1","bad smile"
"R_2RNSMLWtLhZhR5s","bad","smile","A","F","social goal","2","bad smile"
"R_2zHDCGQpJaEwxRr","good","frown","L","M","informational goal","1","good frown"
"R_2zHDCGQpJaEwxRr","good","frown","L","M","social goal","3","good frown"
"R_2zHDCGQpJaEwxRr","good","smile","B","F","informational goal","2","good smile"
"R_2zHDCGQpJaEwxRr","good","smile","B","F","social goal","3","good smile"
"R_2zHDCGQpJaEwxRr","bad","smile","W","M","informational goal","3","bad smile"
"R_2zHDCGQpJaEwxRr","bad","smile","W","M","social goal","1","bad smile"
"R_2zHDCGQpJaEwxRr","bad","frown","A","F","informational goal","4","bad frown"
"R_2zHDCGQpJaEwxRr","bad","frown","A","F","social goal","1","bad frown"
"R_3jZsgvvbHe9aBgV","good","smile","B","F","informational goal","2","good smile"
"R_3jZsgvvbHe9aBgV","good","smile","B","F","social goal","3","good smile"
"R_3jZsgvvbHe9aBgV","good","frown","A","F","informational goal","1","good frown"
"R_3jZsgvvbHe9aBgV","good","frown","A","F","social goal","4","good frown"
"R_3jZsgvvbHe9aBgV","bad","smile","L","M","informational goal","4","bad smile"
"R_3jZsgvvbHe9aBgV","bad","smile","L","M","social goal","1","bad smile"
"R_3jZsgvvbHe9aBgV","bad","frown","W","M","informational goal","4","bad frown"
"R_3jZsgvvbHe9aBgV","bad","frown","W","M","social goal","1","bad frown"
"R_aWg0KLHOnopgBcB","good","frown","B","F","informational goal","1","good frown"
"R_aWg0KLHOnopgBcB","good","frown","B","F","social goal","4","good frown"
"R_aWg0KLHOnopgBcB","good","smile","L","M","informational goal","2","good smile"
"R_aWg0KLHOnopgBcB","good","smile","L","M","social goal","3","good smile"
"R_aWg0KLHOnopgBcB","bad","frown","W","M","informational goal","4","bad frown"
"R_aWg0KLHOnopgBcB","bad","frown","W","M","social goal","1","bad frown"
"R_aWg0KLHOnopgBcB","bad","smile","A","F","informational goal","3","bad smile"
"R_aWg0KLHOnopgBcB","bad","smile","A","F","social goal","1","bad smile"
"R_3pnmLR2uwVteYWw","good","frown","L","M","informational goal","1","good frown"
"R_3pnmLR2uwVteYWw","good","frown","L","M","social goal","4","good frown"
"R_3pnmLR2uwVteYWw","good","smile","B","F","informational goal","4","good smile"
"R_3pnmLR2uwVteYWw","good","smile","B","F","social goal","3","good smile"
"R_3pnmLR2uwVteYWw","bad","frown","W","M","informational goal","2","bad frown"
"R_3pnmLR2uwVteYWw","bad","frown","W","M","social goal","1","bad frown"
"R_3pnmLR2uwVteYWw","bad","smile","A","F","informational goal","3","bad smile"
"R_3pnmLR2uwVteYWw","bad","smile","A","F","social goal","1","bad smile"
"R_3nqL8J7WQKU6I6Z","good","frown","W","M","informational goal","1","good frown"
"R_3nqL8J7WQKU6I6Z","good","frown","W","M","social goal","4","good frown"
"R_3nqL8J7WQKU6I6Z","good","smile","L","M","informational goal","2","good smile"
"R_3nqL8J7WQKU6I6Z","good","smile","L","M","social goal","4","good smile"
"R_3nqL8J7WQKU6I6Z","bad","frown","B","F","informational goal","4","bad frown"
"R_3nqL8J7WQKU6I6Z","bad","frown","B","F","social goal","2","bad frown"
"R_3nqL8J7WQKU6I6Z","bad","smile","A","F","informational goal","2","bad smile"
"R_3nqL8J7WQKU6I6Z","bad","smile","A","F","social goal","1","bad smile"
"R_3I6cvHGEjZrYSaZ","good","frown","W","M","informational goal","4","good frown"
"R_3I6cvHGEjZrYSaZ","good","frown","W","M","social goal","4","good frown"
"R_3I6cvHGEjZrYSaZ","good","smile","B","F","informational goal","2","good smile"
"R_3I6cvHGEjZrYSaZ","good","smile","B","F","social goal","4","good smile"
"R_3I6cvHGEjZrYSaZ","bad","frown","L","M","informational goal","4","bad frown"
"R_3I6cvHGEjZrYSaZ","bad","frown","L","M","social goal","4","bad frown"
"R_3I6cvHGEjZrYSaZ","bad","smile","A","F","informational goal","2","bad smile"
"R_3I6cvHGEjZrYSaZ","bad","smile","A","F","social goal","4","bad smile"
"R_3p4EhfTmrnTUpBf","good","frown","L","M","informational goal","2","good frown"
"R_3p4EhfTmrnTUpBf","good","frown","L","M","social goal","2","good frown"
"R_3p4EhfTmrnTUpBf","good","smile","W","M","informational goal","2","good smile"
"R_3p4EhfTmrnTUpBf","good","smile","W","M","social goal","2","good smile"
"R_3p4EhfTmrnTUpBf","bad","smile","B","F","informational goal","3","bad smile"
"R_3p4EhfTmrnTUpBf","bad","smile","B","F","social goal","1","bad smile"
"R_3p4EhfTmrnTUpBf","bad","frown","A","F","informational goal","3","bad frown"
"R_3p4EhfTmrnTUpBf","bad","frown","A","F","social goal","1","bad frown"
"R_2YhtcTUhWGzwhSk","good","smile","B","F","informational goal","3","good smile"
"R_2YhtcTUhWGzwhSk","good","smile","B","F","social goal","4","good smile"
"R_2YhtcTUhWGzwhSk","good","frown","A","F","informational goal","1","good frown"
"R_2YhtcTUhWGzwhSk","good","frown","A","F","social goal","4","good frown"
"R_2YhtcTUhWGzwhSk","bad","smile","L","M","informational goal","1","bad smile"
"R_2YhtcTUhWGzwhSk","bad","smile","L","M","social goal","2","bad smile"
"R_2YhtcTUhWGzwhSk","bad","frown","W","M","informational goal","4","bad frown"
"R_2YhtcTUhWGzwhSk","bad","frown","W","M","social goal","2","bad frown"
"R_2bI6t0O77ynmK0d","good","smile","A","F","informational goal","3","good smile"
"R_2bI6t0O77ynmK0d","good","smile","A","F","social goal","3","good smile"
"R_2bI6t0O77ynmK0d","good","frown","W","M","informational goal","1","good frown"
"R_2bI6t0O77ynmK0d","good","frown","W","M","social goal","3","good frown"
"R_2bI6t0O77ynmK0d","bad","frown","L","M","informational goal","4","bad frown"
"R_2bI6t0O77ynmK0d","bad","frown","L","M","social goal","1","bad frown"
"R_2bI6t0O77ynmK0d","bad","smile","B","F","informational goal","2","bad smile"
"R_2bI6t0O77ynmK0d","bad","smile","B","F","social goal","1","bad smile"
"R_VPgpOgdgfKiymJz","good","smile","A","F","informational goal","3","good smile"
"R_VPgpOgdgfKiymJz","good","smile","A","F","social goal","3","good smile"
"R_VPgpOgdgfKiymJz","good","frown","L","M","informational goal","1","good frown"
"R_VPgpOgdgfKiymJz","good","frown","L","M","social goal","1","good frown"
"R_VPgpOgdgfKiymJz","bad","smile","W","M","informational goal","2","bad smile"
"R_VPgpOgdgfKiymJz","bad","smile","W","M","social goal","2","bad smile"
"R_VPgpOgdgfKiymJz","bad","frown","B","F","informational goal","4","bad frown"
"R_VPgpOgdgfKiymJz","bad","frown","B","F","social goal","1","bad frown"
"R_3JDaEbaskw4cteN","good","frown","L","M","informational goal","1","good frown"
"R_3JDaEbaskw4cteN","good","frown","L","M","social goal","4","good frown"
"R_3JDaEbaskw4cteN","good","smile","W","M","informational goal","2","good smile"
"R_3JDaEbaskw4cteN","good","smile","W","M","social goal","2","good smile"
"R_3JDaEbaskw4cteN","bad","smile","B","F","informational goal","2","bad smile"
"R_3JDaEbaskw4cteN","bad","smile","B","F","social goal","1","bad smile"
"R_3JDaEbaskw4cteN","bad","frown","A","F","informational goal","3","bad frown"
"R_3JDaEbaskw4cteN","bad","frown","A","F","social goal","2","bad frown"
"R_1NE0nIPMCSIaoMs","good","frown","L","M","informational goal","1","good frown"
"R_1NE0nIPMCSIaoMs","good","frown","L","M","social goal","2","good frown"
"R_1NE0nIPMCSIaoMs","good","smile","B","F","informational goal","3","good smile"
"R_1NE0nIPMCSIaoMs","good","smile","B","F","social goal","2","good smile"
"R_1NE0nIPMCSIaoMs","bad","smile","W","M","informational goal","3","bad smile"
"R_1NE0nIPMCSIaoMs","bad","smile","W","M","social goal","2","bad smile"
"R_1NE0nIPMCSIaoMs","bad","frown","A","F","informational goal","4","bad frown"
"R_1NE0nIPMCSIaoMs","bad","frown","A","F","social goal","1","bad frown"
"R_1JEqzZ8Q5fJlKI1","good","frown","W","M","informational goal","1","good frown"
"R_1JEqzZ8Q5fJlKI1","good","frown","W","M","social goal","1","good frown"
"R_1JEqzZ8Q5fJlKI1","good","smile","B","F","informational goal","4","good smile"
"R_1JEqzZ8Q5fJlKI1","good","smile","B","F","social goal","4","good smile"
"R_1JEqzZ8Q5fJlKI1","bad","smile","L","M","informational goal","2","bad smile"
"R_1JEqzZ8Q5fJlKI1","bad","smile","L","M","social goal","1","bad smile"
"R_1JEqzZ8Q5fJlKI1","bad","frown","A","F","informational goal","2","bad frown"
"R_1JEqzZ8Q5fJlKI1","bad","frown","A","F","social goal","1","bad frown"
"R_300qwVQK95Go3u0","good","smile","B","F","informational goal","3","good smile"
"R_300qwVQK95Go3u0","good","smile","B","F","social goal","3","good smile"
"R_300qwVQK95Go3u0","good","frown","A","F","informational goal","3","good frown"
"R_300qwVQK95Go3u0","good","frown","A","F","social goal","2","good frown"
"R_300qwVQK95Go3u0","bad","smile","L","M","informational goal","1","bad smile"
"R_300qwVQK95Go3u0","bad","smile","L","M","social goal","1","bad smile"
"R_300qwVQK95Go3u0","bad","frown","W","M","informational goal","3","bad frown"
"R_300qwVQK95Go3u0","bad","frown","W","M","social goal","2","bad frown"
"R_21zT7xNsL0JH9pQ","good","smile","W","M","informational goal","3","good smile"
"R_21zT7xNsL0JH9pQ","good","smile","W","M","social goal","3","good smile"
"R_21zT7xNsL0JH9pQ","good","frown","A","F","informational goal","1","good frown"
"R_21zT7xNsL0JH9pQ","good","frown","A","F","social goal","4","good frown"
"R_21zT7xNsL0JH9pQ","bad","frown","B","F","informational goal","4","bad frown"
"R_21zT7xNsL0JH9pQ","bad","frown","B","F","social goal","2","bad frown"
"R_21zT7xNsL0JH9pQ","bad","smile","L","M","informational goal","2","bad smile"
"R_21zT7xNsL0JH9pQ","bad","smile","L","M","social goal","1","bad smile"
"R_b1P18DoetafpQTD","good","smile","A","F","informational goal","1","good smile"
"R_b1P18DoetafpQTD","good","smile","A","F","social goal","3","good smile"
"R_b1P18DoetafpQTD","good","frown","L","M","informational goal","1","good frown"
"R_b1P18DoetafpQTD","good","frown","L","M","social goal","2","good frown"
"R_b1P18DoetafpQTD","bad","smile","W","M","informational goal","2","bad smile"
"R_b1P18DoetafpQTD","bad","smile","W","M","social goal","2","bad smile"
"R_b1P18DoetafpQTD","bad","frown","B","F","informational goal","1","bad frown"
"R_b1P18DoetafpQTD","bad","frown","B","F","social goal","1","bad frown"
"R_3FUTRy0AONrHBmf","good","frown","B","F","informational goal","1","good frown"
"R_3FUTRy0AONrHBmf","good","frown","B","F","social goal","3","good frown"
"R_3FUTRy0AONrHBmf","good","smile","W","M","informational goal","4","good smile"
"R_3FUTRy0AONrHBmf","good","smile","W","M","social goal","4","good smile"
"R_3FUTRy0AONrHBmf","bad","frown","L","M","informational goal","4","bad frown"
"R_3FUTRy0AONrHBmf","bad","frown","L","M","social goal","1","bad frown"
"R_3FUTRy0AONrHBmf","bad","smile","A","F","informational goal","2","bad smile"
"R_3FUTRy0AONrHBmf","bad","smile","A","F","social goal","3","bad smile"
"R_WBrdddL0Zi84xiN","good","frown","W","M","informational goal","1","good frown"
"R_WBrdddL0Zi84xiN","good","frown","W","M","social goal","3","good frown"
"R_WBrdddL0Zi84xiN","good","smile","L","M","informational goal","1","good smile"
"R_WBrdddL0Zi84xiN","good","smile","L","M","social goal","2","good smile"
"R_WBrdddL0Zi84xiN","bad","frown","B","F","informational goal","1","bad frown"
"R_WBrdddL0Zi84xiN","bad","frown","B","F","social goal","1","bad frown"
"R_WBrdddL0Zi84xiN","bad","smile","A","F","informational goal","1","bad smile"
"R_WBrdddL0Zi84xiN","bad","smile","A","F","social goal","1","bad smile"
